data,unidade,material,tipo,quantidade,responsavel
2025-05-06,Morumbi,Gaze,saida,-12.94,Valerie
2025-05-06,Morumbi,Gaze,saida,-11.83,Valerie
2025-05-06,Morumbi,Gaze,saida,-11.75,Valerie
2025-05-06,Morumbi,Gaze,saida,-12.64,Valerie
2025-05-06,Morumbi,Gaze,saida,-11.59,Valerie
2024-11-17,Moema,Seringa,saida,-18.06,
2024-11-17,Moema,Seringa,saida,-16.66,
2024-11-17,Moema,Seringa,saida,-17.44,
2024-11-17,Moema,Seringa,saida,-17.96,
2024-11-17,Moema,Seringa,saida,-17.71,
2024-11-17,Moema,Seringa,saida,-18.95,
2024-11-17,Moema,Seringa,saida,-17.65,
2024-11-17,Moema,Seringa,saida,-18.36,
2024-11-17,Moema,Seringa,saida,-19.36,
2024-11-17,Moema,Seringa,saida,-17.38,
2025-03-18,Moema,Tubo,saida,-4.83,Melissa
2025-03-18,Moema,Tubo,saida,-4.67,Melissa
2025-03-18,Moema,Tubo,saida,-4.80,Melissa
2025-03-18,Moema,Tubo,saida,-4.79,Melissa
2025-03-18,Moema,Tubo,saida,-5.35,Melissa
2025-03-18,Moema,Tubo,saida,-4.98,Melissa
2025-03-18,Moema,Tubo,saida,-4.78,Melissa
2025-03-18,Moema,Tubo,saida,-4.94,Melissa
2025-03-18,Moema,Tubo,saida,-4.62,Melissa
2025-03-18,Moema,Tubo,saida,-5.35,Melissa
2025-01-09,Santo Amaro,Tubo,saida,-10.19,Jill
2025-01-09,Santo Amaro,Tubo,saida,-9.37,Jill
2025-01-09,Santo Amaro,Tubo,saida,-9.36,Jill
2025-01-09,Santo Amaro,Tubo,saida,-10.60,Jill
2025-01-09,Santo Amaro,Tubo,saida,-10.40,Jill
2025-01-09,Santo Amaro,Tubo,saida,-10.48,Jill
2025-01-09,Santo Amaro,Tubo,saida,-10.62,Jill
2025-01-09,Santo Amaro,Tubo,saida,-9.30,Jill
2025-01-09,Santo Amaro,Tubo,saida,-10.73,Jill
2025-01-09,Santo Amaro,Tubo,saida,-9.25,Jill
2025-01-26,Morumbi,Seringa,entrada,258.65,Karina
2025-01-26,Morumbi,Seringa,entrada,263.52,Karina
2025-01-26,Morumbi,Seringa,entrada,261.57,Karina
2025-01-26,Morumbi,Seringa,entrada,248.99,Karina
2025-01-26,Morumbi,Seringa,entrada,259.17,Karina
2025-01-26,Morumbi,Seringa,entrada,277.81,Karina
2025-01-26,Morumbi,Seringa,entrada,247.14,Karina
2025-01-26,Morumbi,Seringa,entrada,266.24,Karina
2025-01-26,Morumbi,Seringa,entrada,279.44,Karina
2025-01-26,Morumbi,Seringa,entrada,245.71,Karina
2025-02-05,Morumbi,Esparadrapo,saida,-15.90,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-16.75,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-15.73,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-17.48,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-15.65,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-17.08,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-17.97,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-15.86,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-18.10,Michael
2025-02-05,Morumbi,Esparadrapo,saida,-15.81,Michael
2025-01-15,Moema,Tubo,saida,-1.06,Michelle
2025-01-15,Moema,Tubo,saida,-1.05,Michelle
2025-01-15,Moema,Tubo,saida,-0.92,Michelle
2025-01-15,Moema,Tubo,saida,-1.02,Michelle
2025-01-15,Moema,Tubo,saida,-1.07,Michelle
2025-01-15,Moema,Tubo,saida,-0.99,Michelle
2025-01-15,Moema,Tubo,saida,-0.97,Michelle
2025-01-15,Moema,Tubo,saida,-0.95,Michelle
2025-01-15,Moema,Tubo,saida,-1.02,Michelle
2025-01-15,Moema,Tubo,saida,-0.96,Michelle
2025-05-17,Santo Amaro,Seringa,saida,-19.42,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-18.63,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-19.14,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-19.12,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-18.21,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-18.67,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-19.12,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-20.06,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-18.76,Kathryn
2025-05-17,Santo Amaro,Seringa,saida,-17.51,Kathryn
2025-01-23,Santo Amaro,Esparadrapo,saida,-2.08,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-1.95,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-2.04,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-2.06,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-2.11,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-1.94,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-2.01,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-1.88,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-1.97,Terry
2025-01-23,Santo Amaro,Esparadrapo,saida,-2.07,Terry
2024-12-14,Santo Amaro,Esparadrapo,saida,-9.64,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-9.09,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-9.51,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-9.24,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-9.22,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-9.39,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-8.72,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-9.09,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-8.78,Ryan
2024-12-14,Santo Amaro,Esparadrapo,saida,-9.49,Ryan
2025-03-11,Morumbi,Medicamentos,saida,-11.38,James
2025-03-11,Morumbi,Medicamentos,saida,-10.76,James
2025-03-11,Morumbi,Medicamentos,saida,-10.85,James
2025-03-11,Morumbi,Medicamentos,saida,-11.82,James
2025-03-11,Morumbi,Medicamentos,saida,-11.18,James
2025-03-11,Morumbi,Medicamentos,saida,-10.86,James
2025-03-11,Morumbi,Medicamentos,saida,-11.18,James
2025-03-11,Morumbi,Medicamentos,saida,-10.89,James
2025-03-11,Morumbi,Medicamentos,saida,-10.20,James
2025-03-11,Morumbi,Medicamentos,saida,-11.51,James
2025-03-31,Morumbi,Seringa,saida,-16.50,Ashley
2025-03-31,Morumbi,Seringa,saida,-17.23,Ashley
2025-03-31,Morumbi,Seringa,saida,-17.52,Ashley
2025-03-31,Morumbi,Seringa,saida,-17.92,Ashley
2025-03-31,Morumbi,Seringa,saida,-16.73,Ashley
2025-03-31,Morumbi,Seringa,saida,-16.79,Ashley
2025-03-31,Morumbi,Seringa,saida,-17.10,Ashley
2025-03-31,Morumbi,Seringa,saida,-16.32,Ashley
2025-03-31,Morumbi,Seringa,saida,-16.14,Ashley
2025-03-31,Morumbi,Seringa,saida,-16.82,Ashley
2024-11-26,Morumbi,Seringa,saida,-17.12,Jeremy
2024-11-26,Morumbi,Seringa,saida,-17.84,Jeremy
2024-11-26,Morumbi,Seringa,saida,-16.87,Jeremy
2024-11-26,Morumbi,Seringa,saida,-18.14,Jeremy
2024-11-26,Morumbi,Seringa,saida,-16.19,Jeremy
2024-11-26,Morumbi,Seringa,saida,-15.77,Jeremy
2024-11-26,Morumbi,Seringa,saida,-18.19,Jeremy
2024-11-26,Morumbi,Seringa,saida,-16.02,Jeremy
2024-11-26,Morumbi,Seringa,saida,-18.14,Jeremy
2024-11-26,Morumbi,Seringa,saida,-16.08,Jeremy
2025-04-10,Morumbi,Medicamentos,saida,-1.93,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.11,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.07,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.06,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-1.95,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.05,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.01,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.14,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.10,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.13,Joseph
2024-12-03,Santo Amaro,Gaze,saida,-9.56,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.72,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.75,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.57,Brett
2024-12-03,Santo Amaro,Gaze,saida,-10.27,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.96,Brett
2024-12-03,Santo Amaro,Gaze,saida,-10.64,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.91,Brett
2024-12-03,Santo Amaro,Gaze,saida,-10.22,Brett
2024-12-03,Santo Amaro,Gaze,saida,-10.36,Brett
2025-01-07,Moema,Medicamentos,saida,-18.96,Melinda
2025-01-07,Moema,Medicamentos,saida,-19.74,Melinda
2025-01-07,Moema,Medicamentos,saida,-19.39,Melinda
2025-01-07,Moema,Medicamentos,saida,-19.63,Melinda
2025-01-07,Moema,Medicamentos,saida,-20.03,Melinda
2025-01-07,Moema,Medicamentos,saida,-20.41,Melinda
2025-01-07,Moema,Medicamentos,saida,-19.44,Melinda
2025-01-07,Moema,Medicamentos,saida,-18.92,Melinda
2025-01-07,Moema,Medicamentos,saida,-19.57,Melinda
2025-01-07,Moema,Medicamentos,saida,-18.35,Melinda
2025-01-29,Morumbi,Esparadrapo,saida,-12.91,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.70,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.51,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-12.62,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-12.60,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-12.25,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-12.26,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.07,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.58,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.27,Justin
2025-01-25,Morumbi,Tubo,saida,-117.75,Patrick
2025-01-25,Morumbi,Tubo,saida,-104.12,Patrick
2025-01-25,Morumbi,Tubo,saida,-113.10,Patrick
2025-01-25,Morumbi,Tubo,saida,-107.67,Patrick
2025-01-25,Morumbi,Tubo,saida,-114.31,Patrick
2025-01-25,Morumbi,Tubo,saida,-111.50,Patrick
2025-01-25,Morumbi,Tubo,saida,-117.70,Patrick
2025-01-25,Morumbi,Tubo,saida,-110.54,Patrick
2025-01-25,Morumbi,Tubo,saida,-110.33,Patrick
2025-01-25,Morumbi,Tubo,saida,-110.48,Patrick
2025-02-28,Santo Amaro,Tubo,saida,-20.60,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-19.00,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-19.28,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-20.04,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-20.60,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-18.58,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-18.49,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-19.96,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-19.17,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-18.77,Tyler
2025-03-18,Moema,Tubo,saida,-51.86,Melissa
2025-03-18,Moema,Tubo,saida,-49.80,Melissa
2025-03-18,Moema,Tubo,saida,-47.79,Melissa
2025-03-18,Moema,Tubo,saida,-48.57,Melissa
2025-03-18,Moema,Tubo,saida,-48.75,Melissa
2025-03-18,Moema,Tubo,saida,-50.41,Melissa
2025-03-18,Moema,Tubo,saida,-53.03,Melissa
2025-03-18,Moema,Tubo,saida,-53.17,Melissa
2025-03-18,Moema,Tubo,saida,-50.04,Melissa
2025-03-18,Moema,Tubo,saida,-49.03,Melissa
2025-02-09,Santo Amaro,Seringa,saida,-48.56,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-51.15,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-47.36,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-47.49,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-46.08,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-53.02,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-53.73,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-48.50,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-48.65,Kenneth
2025-02-09,Santo Amaro,Seringa,saida,-48.61,Kenneth
2025-05-06,Morumbi,Gaze,saida,-115.39,Valerie
2025-05-06,Morumbi,Gaze,saida,-128.38,Valerie
2025-05-06,Morumbi,Gaze,saida,-112.55,Valerie
2025-05-06,Morumbi,Gaze,saida,-124.47,Valerie
2025-05-06,Morumbi,Gaze,saida,-111.45,Valerie
2025-05-06,Morumbi,Gaze,saida,-115.67,Valerie
2025-05-06,Morumbi,Gaze,saida,-111.01,Valerie
2025-05-06,Morumbi,Gaze,saida,-122.35,Valerie
2025-05-06,Morumbi,Gaze,saida,-125.19,Valerie
2025-05-06,Morumbi,Gaze,saida,-115.84,Valerie
